序号,招聘信息ID,企业名称,企业类型,招聘岗位,薪资范围,招募类型,期望学历,工作年数,招募人数,岗位类型,技能需求,公司地址,工作福利
1177,	1482192055257137166,立邦投资有限公司,['互联网'],销售数据分析专员,"[8000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1178,	1482192055257137165,立邦投资有限公司,['互联网'],高级数据分析师,"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1179,	1482192055257137164,立邦投资有限公司,['互联网'],高级数据分析师,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1180,	1482192055257137163,立邦投资有限公司,['互联网'],产品经理（数据分析方向）,"[8000, 10000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1181,	1482192055257137162,励德爱思唯尔信息技术(北京)有限公司,['互联网'],Analyst/数据分析师（ICIS安迅思）,"[10000, 14000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1182,	1482192055257137161,励德爱思唯尔信息技术(北京)有限公司,['互联网'],Analyst/数据分析师（ICIS安迅思）,"[10000, 14000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1183,	1482192055257137160,联通(广东)产业互联网有限公司,['互联网'],ETL开发工程师,"[12000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1184,	1482192055257137159,联通(广东)产业互联网有限公司,['互联网'],高级AI工程师（自然语言处理方向）,"[15000, 30000]",全职,硕士,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1185,	1482192055257137158,联通(广东)产业互联网有限公司,['互联网'],NLP算法工程师,"[11000, 22000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1186,	1482192055257137157,联通(广东)产业互联网有限公司,['互联网'],NLP算法工程师MJ000171(COG),"[12000, 20000]",全职,硕士,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1187,	1482192055257137156,联通(广东)产业互联网有限公司,['互联网'],NLP算法工程师,"[12000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1188,	1482192055257137155,联通(广东)产业互联网有限公司,['互联网'],数据治理交付工程师,"[12000, 24000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1189,	1482192055257137154,联通(广东)产业互联网有限公司,['互联网'],数据治理交付工程师,"[12000, 24000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1190,	1482192055257137153,联通(广东)产业互联网有限公司,['互联网'],数据治理工程师,"[15000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1191,	1482192055257137152,联通(广东)产业互联网有限公司,['互联网'],数据分析员,"[7000, 21000]",全职,大专,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1192,	1482192055252942856,联通(广东)产业互联网有限公司,['互联网'],高级产品经理,"[12000, 24000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1193,	1482192055252942855,联通(广东)产业互联网有限公司,['互联网'],数据产品运营经理,"[10000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1194,	1482192055252942854,联通(广东)产业互联网有限公司,['互联网'],数据产品运营经理,"[10000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1195,	1482192055252942853,联通(广东)产业互联网有限公司,['互联网'],数据治理产品经理,"[10000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1196,	1482192055252942852,联通(广东)产业互联网有限公司,['互联网'],医疗大数据产品经理,"[12000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1197,	1482192055252942851,联通(广东)产业互联网有限公司,['互联网'],数据安全产品经理,"[11000, 22000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1198,	1482192055252942850,联通(广东)产业互联网有限公司,['互联网'],大数据产品经理,"[15000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1199,	1482192055252942849,联通(广东)产业互联网有限公司,['互联网'],科研大数据产品经理,"[12000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1200,	1482192055252942848,联通(广东)产业互联网有限公司,['互联网'],工业大数据产品经理,"[13000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1201,	1482191940312236049,联奕科技股份有限公司,['互联网'],产品助理,"[6000, 9000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1202,	1482191940312236048,联奕科技股份有限公司,['互联网'],产品助理(SX),"[6000, 9000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1203,	1482191940312236047,链链好车融资租赁(广州)有限公司,['互联网'],数据分析专员,"[6000, 8000]",全职,大专,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1204,	1482191940312236046,嫚熙控股(广州)有限公司,['互联网'],BI项目工程师（ETL开发）,"[8000, 12000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1205,	1482191940312236045,嫚熙控股(广州)有限公司,['互联网'],数据分析专员,"[8000, 10000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1206,	1482191940312236044,嫚熙控股(广州)有限公司,['互联网'],数据分析师,"[6000, 8000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1207,	1482191940312236043,嫚熙控股(广州)有限公司,['互联网'],数据分析师,"[6000, 8000]",全职,大专,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1208,	1482191940312236042,名创优品科技(广州)有限公司,['互联网'],高级数据产品经理,"[20000, 40000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1209,	1482191940312236041,缪斯科技(广州)有限公司,['互联网'],供应链专员（数据分析）,"[6000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1210,	1482191940312236040,缪斯科技(广州)有限公司,['互联网'],数据分析师,"[10000, 12000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1211,	1482191940312236039,缪斯科技(广州)有限公司,['互联网'],数据分析师,"[10000, 12000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1212,	1482191940312236038,牧今科技(广州)有限责任公司,['互联网'],【总部研发】计算机视觉工程师,"[25000, 45000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1213,	1482191940312236037,南昌索歌企业管理有限公司,['互联网'],数据分析专员,"[7000, 10000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1214,	1482191940312236036,诺亚正行(上海)基金销售投资顾问有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1215,	1482191940312236035,诺亚正行(上海)基金销售投资顾问有限公司,['互联网'],数据分析师,"[10000, 15000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1216,	1482191940312236034,朴诚乳业(集团)有限公司,['互联网'],数据产品经理&BI分析师,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1217,	1482191940312236033,朴诚乳业(集团)有限公司,['互联网'],数据产品经理&BI分析师,"[15000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1218,	1482191940312236032,普华永道信息技术(上海)有限公司,['互联网'],数据分析师,"[12000, 24000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1219,	1482191940308041737,普华永道信息技术(上海)有限公司,['互联网'],数据分析师,"[12000, 24000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1220,	1482191940308041736,普华永道信息技术(上海)有限公司,['互联网'],数据分析师DataAnalyst,"[10000, 24000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1221,	1482191940308041735,前海爱讯科技(深圳)有限公司,['互联网'],数据产品经理,"[18000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1222,	1482191940308041734,侨鑫集团有限公司,['互联网'],数据平台产品经理,"[18000, 22000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1223,	1482191940308041733,侨鑫集团有限公司,['互联网'],数据平台产品经理,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1224,	1482191940308041732,青木数字技术股份有限公司,['互联网'],推广与数据分析专员,"[4000, 8000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1225,	1482191940308041731,青木数字技术股份有限公司,['互联网'],推广与数据分析专员（2020届校园招聘）,"[4000, 6000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1226,	1482191940308041730,青木数字技术股份有限公司,['互联网'],推广数据分析专员,"[5000, 10000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1227,	1482191940308041729,群邑(上海)广告有限公司,['互联网'],电商数据分析师/资深分析师,"[6000, 10000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1228,	1482191940308041728,群邑(上海)广告有限公司,['互联网'],电商数据分析师/资深分析师,"[6000, 10000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1229,	1482191860389773326,三福服饰有限公司,['互联网'],2022届储备干部（商品中心）-数据分析岗,"[4000, 5000]",全职,大专,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1230,	1482191860389773325,三盟科技股份有限公司,['互联网'],产品经理（大数据））,"[9000, 18000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1231,	1482191860389773324,厦门韩极服饰有限公司,['互联网'],资深数据分析专员,"[8000, 10000]",全职,大专,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1232,	1482191860389773323,上海百事通信息技术股份有限公司,['互联网'],数据分析专员,"[8000, 10000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1233,	1482191860389773322,上海本来生活信息科技有限公司,['互联网'],商品数据分析专员,"[8000, 15000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1234,	1482191860389773321,上海触乐信息科技有限公司,['互联网'],数据分析师（商业化方向）,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1235,	1482191860389773320,上海触乐信息科技有限公司,['互联网'],数据分析师（商业化方向）,"[15000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1236,	1482191860389773319,上海翡翠东方网络信息技术有限公司,['互联网'],数据产品经理,"[30000, 35000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1237,	1482191860389773318,上海复深蓝软件股份有限公司,['互联网'],高级ETL开发工程师,"[15000, 20000]",全职,大专,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1238,	1482191860389773317,上海恒企教育培训有限公司广州分公司,['互联网'],数据产品经理,"[10000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1239,	1482191860389773316,上海锦江国际电子商务有限公司,['互联网'],高级数据分析师（广州）(MJ000686),"[20000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1240,	1482191860389773315,上海锦江国际电子商务有限公司,['互联网'],高级数据分析师（广州）(MJ000686),"[20000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1241,	1482191860389773314,上海联蔚数字科技集团股份有限公司,['互联网'],数据产品经理（采集方向）,"[18000, 23000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1242,	1482191860389773313,上海联蔚数字科技集团股份有限公司,['互联网'],数据产品经理,"[15000, 23000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1243,	1482191860389773312,上海融文商务咨询有限公司,['互联网'],数据分析师,"[6000, 10000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1244,	1482191860385579013,上海融文商务咨询有限公司,['互联网'],数据分析师,"[6000, 10000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1245,	1482191860385579012,上海沃势文化传播有限公司广州分公司,['互联网'],高级数据分析师,"[12000, 20000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1246,	1482191860385579011,上海沃势文化传播有限公司广州分公司,['互联网'],高级数据分析师,"[12000, 20000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1247,	1482191860385579010,上海言某信息科技有限公司,['互联网'],ETL开发工程师,"[15000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1248,	1482191860385579009,上海言某信息科技有限公司,['互联网'],ETL开发工程师,"[10000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1249,	1482191860385579008,上海瑛太莱信息科技有限公司,['互联网'],数据产品经理,"[15000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1250,	1482191731540754441,上海源慧信息科技股份有限公司,['互联网'],高级数据分析师,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1251,	1482191731540754440,上海源慧信息科技股份有限公司,['互联网'],数据分析师,"[8000, 13000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1252,	1482191731540754439,上海源慧信息科技股份有限公司,['互联网'],高级数据分析师,"[15000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1253,	1482191731540754438,上海源慧信息科技股份有限公司,['互联网'],数据分析师,"[8000, 13000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1254,	1482191731540754437,深圳方信教育科技有限公司,['互联网'],NLP自然语言处理工程师,"[35000, 65000]",全职,硕士,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1255,	1482191731540754436,深圳库尚信息技术有限公司,['互联网'],仓储资深专员（数据分析）(MJ002468),"[8000, 15000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1256,	1482191731540754435,深圳库尚信息技术有限公司,['互联网'],资深薪酬绩效数据分析专员(MJ004995),"[16000, 23000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1257,	1482191731540754434,深圳库尚信息技术有限公司,['互联网'],财务数据分析师(MJ002270),"[13000, 20000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1258,	1482191731540754433,深圳库尚信息技术有限公司,['互联网'],高级数据分析师(MJ003580),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1259,	1482191731540754432,深圳库尚信息技术有限公司,['互联网'],财务数据分析师(MJ002270),"[13000, 20000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1260,	1482191731536560134,深圳库尚信息技术有限公司,['互联网'],高级数据分析师(MJ003580),"[10000, 20000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1261,	1482191731536560133,深圳联创智融信息技术有限公司,['互联网'],ETL开发工程师,"[9000, 15000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1262,	1482191731536560132,深圳联友科技有限公司,['互联网'],数据治理/大数据设计工程师,"[16000, 30000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1263,	1482191731536560131,深圳联友科技有限公司,['互联网'],数据治理工程师,"[15000, 25000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1264,	1482191731536560130,深圳联友科技有限公司,['互联网'],数据产品经理,"[20000, 40000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1265,	1482191731536560129,深圳南科大数据有限公司,['互联网'],NLP工程师,"[15000, 22000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1266,	1482191731536560128,深圳市爱德数智科技股份有限公司,['互联网'],数据治理（开发）工程师,"[8000, 18000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1267,	1482188020965834758,深圳市高古科技有限公司,['互联网'],电商数据分析师,"[10000, 18000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1268,	1482188020965834757,深圳市高古科技有限公司,['互联网'],电商数据分析师,"[10000, 18000]",全职,大专,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1269,	1482188020965834756,深圳市蓝凌软件股份有限公司,['互联网'],数据分析师,"[10000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1270,	1482188020965834755,深圳市蓝凌软件股份有限公司,['互联网'],数据分析师,"[10000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1271,	1482188020965834754,深圳市微视觉科技有限公司广州分公司,['互联网'],NLP算法工程师,"[40000, 70000]",全职,博士,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1272,	1482188020965834753,深圳市惟客数据科技有限公司,['互联网'],ETL开发工程师,"[12000, 22000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1273,	1482188020965834752,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[18000, 28000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1274,	1482188020961640465,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[15000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1275,	1482188020961640464,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[14000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1276,	1482188020961640463,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向-广州）,"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1277,	1482188020961640462,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(77P2),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1278,	1482188020961640461,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(CNUP),"[10000, 20000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1279,	1482188020961640460,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向-广州）,"[10000, 20000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1280,	1482188020961640459,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(77P2),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1281,	1482188020961640458,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(CNUP),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1282,	1482188020961640457,深圳市易商云科技有限公司,['互联网'],增长运营经理,"[12000, 36000]",全职,硕士,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1283,	1482188020961640456,深圳市云创得力数据有限公司,['互联网'],云产品销售经理,"[10000, 15000]",全职,大专,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1284,	1482188020961640455,深圳市长亮科技股份有限公司,['互联网'],产品销售经理（金融BI/大数据）,"[10000, 15000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1285,	1482188020961640454,深圳市智灵时代科技有限公司,['互联网'],nlp算法工程师,"[20000, 35000]",全职,硕士,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1286,	1482188020961640453,深圳市智灵时代科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1287,	1482188020961640452,深圳市智灵时代科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1288,	1482188020961640451,深圳素士科技股份有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1289,	1482188020961640450,深圳素士科技股份有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1290,	1482188020961640449,深圳虾皮信息科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1291,	1482188020961640448,深圳虾皮信息科技有限公司,['互联网'],高级数据分析师（广州）,"[30000, 50000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1292,	1482188020957446148,深圳虾皮信息科技有限公司,['互联网'],数据分析师,"[15000, 25000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1293,	1482188020957446147,深圳虾皮信息科技有限公司,['互联网'],高级数据分析师（广州）,"[30000, 50000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1294,	1482188020957446146,深圳盈富斯科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1295,	1482188020957446145,深圳盈富斯科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1296,	1482188020957446144,深圳盈富斯科技有限公司,['互联网'],数据分析师,"[7000, 10000]",全职,本科,1年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1297,	1482185488755458060,深圳市高古科技有限公司,['互联网'],电商数据分析师,"[10000, 18000]",全职,大专,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1298,	1482185488755458059,深圳市高古科技有限公司,['互联网'],电商数据分析师,"[10000, 18000]",全职,大专,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1299,	1482185488755458058,深圳市蓝凌软件股份有限公司,['互联网'],数据分析师,"[10000, 25000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1300,	1482185488755458057,深圳市蓝凌软件股份有限公司,['互联网'],数据分析师,"[10000, 25000]",全职,本科,3年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1301,	1482185488755458056,深圳市微视觉科技有限公司广州分公司,['互联网'],NLP算法工程师,"[40000, 70000]",全职,博士,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1302,	1482185488755458055,深圳市惟客数据科技有限公司,['互联网'],ETL开发工程师,"[12000, 22000]",全职,本科,3年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1303,	1482185488755458054,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[18000, 28000]",全职,本科,5年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1304,	1482185488755458053,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[15000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1305,	1482185488755458052,深圳市惟客数据科技有限公司,['互联网'],产品经理,"[14000, 25000]",全职,本科,5年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1306,	1482185488755458051,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向-广州）,"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1307,	1482185488755458050,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(77P2),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1308,	1482185488755458049,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(CNUP),"[10000, 20000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1309,	1482185488755458048,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向-广州）,"[10000, 20000]",全职,本科,0年,3,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
1310,	1482185488751263759,深圳市一面网络技术有限公司,['互联网'],数据分析师（商业方向）(77P2),"[10000, 20000]",全职,本科,0年,2,['数据'],[],广东省广州市,"['餐饮补贴', '专业培训', '弹性工作']"
